Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Max,Bwd IAT Min,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Max,Active Min,Idle Mean,Idle Max,Idle Min,Label
443.0,26.0,1.0,1.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,2177309.409426863,222185.02621387594,26.0,26.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,38461.5384615385,38461.5384615385,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9.0,6.0,6.0,64165.0,4976.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS
80.0,1.0,8.375765651207413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,64.0,0.0,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,274.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,PortScan
53.0,60672.0,5.538539244338051,0.9599837093968031,54.0,86.0,27.0,27.0,27.0,43.0,43.0,43.0,2307.489451,65.92827004,20224.0,60621.0,3.0,48.0,48.0,48.0,48.0,3.0,3.0,3.0,3.0,40.0,40.0,32.96413502,32.96413502,27.0,43.0,33.4,8.76356092,0.0,0.0,0.0,0.0,0.0,1.0,41.75,27.0,43.0,0.0,0.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,PortScan
137.0,3.0,2.0,0.0,124.0,0.0,62.0,62.0,62.0,0.0,0.0,0.0,178114869.74940938,2116181.798338293,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,64.0,0.0,666666.6667,0.0,62.0,62.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,62.0,0.0,0.0,0.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS
80.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2078993.7617790084,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,64.0,0.0,500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,251.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS
139.0,34.0,3.0,1.0,4.0,4.0,4.0,0.0,1.333333333,4.0,4.0,4.0,979523.395015016,630931.5373740532,11.33333333,27.0,3.0,34.0,17.0,30.0,4.0,0.0,0.0,0.0,0.0,96.0,32.0,88235.29412,29411.76471,0.0,4.0,2.4,2.19089023,0.0,3.4024167223795247,0.0,0.0,1.0,0.0,3.0,1.333333333,4.0,302.0,302.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
80.0,98738990.0,22.815556810678174,0.95160653251648,388.0,11595.0,364.0,0.0,55.42857143,5792.0,0.0,1449.375,121.3603664,0.151915672,7052785.0,98700000.0,1.0,98700000.0,16500000.0,98700000.0,1.0,98700000.0,14100000.0,98700000.0,48.0,184.0,264.0,0.07089398,0.081021692,0.0,5792.0,749.3125,1576.425861,1.0,0.0,0.0,0.0,0.0,1.0,799.2666667,55.42857143,1449.375,0.0,235.0,4.0,20.0,10996.0,10996.0,10996.0,98700000.0,98700000.0,98700000.0,PortScan
443.0,271111.0,10.0,5.0,720.0,1295.0,469.0,0.0,72.0,1157.0,0.0,259.0,20641.117358422565,119.88203037610013,19365.0714285714,86951.0,31.0,271111.0,30123.4444444444,90830.0,48.0,180599.0,45149.75,87353.0,400.0,332.0,168.0,36.8852610185,18.4426305093,0.0,1157.0,125.9375,300.2364554258,0.0,0.0,0.0,1.0,0.0,0.0,134.3333333333,72.0,259.0,65535.0,114.0,5.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS
4039.0,85.0,1.0,1.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,141176.4706,23529.41176,85.0,85.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,11764.70588,11764.70588,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9.0,6.0,6.0,286.0,256.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
88.0,89.0,3.8707776452916125,1.6665592882585258,6.0,24.0,6.0,6.0,6.0,6.0,6.0,6.0,337078.651685393,56179.7752808989,22.25,66.0,1.0,0.0,0.0,0.0,0.0,68.0,22.6666666667,66.0,1.0,20.0,80.0,11235.9550561798,44943.8202247191,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,7.2,6.0,6.0,256.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,PortScan
41180.0,76.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104894.54668167091,76.0,76.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,32.0,13157.8947368421,13157.8947368421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,582.0,262.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS
53.0,240.0,2.0,2.0,64.0,204.0,32.0,32.0,32.0,102.0,102.0,102.0,4739374.04100325,72181.65061638498,80.0,233.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,64.0,64.0,8333.333333,8333.333333,32.0,102.0,60.0,38.34057903,0.0,0.0,0.0,0.0,0.0,1.0,75.0,32.0,102.0,0.0,0.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS
443.0,116062798.0,22.0,18.0,903.0,4847.0,551.0,0.0,41.0454545455,1448.0,0.0,269.2777777778,186.3115503306337,1.1856028871076358,2975969.17948718,10225019.0,3.0,116062798.0,5526799.90476191,10240008.0,3.0,112613578.0,6624328.11764706,10240229.0,48.0,712.0,584.0,0.1895525558,0.1550884548,0.0,1448.0,140.243902439,363.5959832347,0.0,0.0,0.0,1.0,0.0,0.0,143.75,41.0454545455,269.2777777778,29200.0,61.0,4.0,32.0,37209.7272727273,258373.0,14988.0,10200409.0909091,10225019.0,10003411.0,DoS
47754.0,54.0,3.391664854223357,0.1068412596367871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37037.03704,54.0,54.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,32.0,18518.51852,18518.51852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,332.0,229.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,PortScan
80.0,1878294.0,12.41151582297502,1.8042283069063747,26.0,11607.0,20.0,0.0,8.666666667,8760.0,0.0,2321.4,6193.386126,4.259184132,268327.7143,1877494.0,2.0,556.0,278.0,539.0,17.0,1878236.0,469559.0,1877494.0,2.0,72.0,112.0,1.597194049,2.661990082,0.0,8760.0,1292.555556,2952.520834,0.0,0.0,0.0,1.0,0.0,1.0,1454.125,8.666666667,2321.4,8192.0,229.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,PortScan
80.0,11990656.0,4.0,0.0,24.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,6.059416967861857,0.9154151050580023,3996885.333,12000000.0,4.0,12000000.0,3996885.333,12000000.0,4.0,0.0,0.0,0.0,0.0,80.0,0.0,0.333593091,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.5,6.0,0.0,256.0,0.0,3.0,20.0,983.0,983.0,983.0,12000000.0,12000000.0,12000000.0,DoS
53.0,31416.0,2.0,2.0,90.0,196.0,45.0,45.0,45.0,98.0,98.0,98.0,9103.641457,127.3236567,10472.0,31412.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,64.0,64.0,63.66182837,63.66182837,45.0,98.0,66.2,29.02929555,0.0,0.0,0.0,0.0,0.0,1.0,82.75,45.0,98.0,0.0,0.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
53.0,31278.0,2.418332830147378,0.271304772628325,42.0,128.0,42.0,42.0,42.0,128.0,128.0,128.0,5435.130123,63.94270733,31278.0,31278.0,31278.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,20.0,31.97135367,31.97135367,42.0,128.0,70.66666667,49.65212315,0.0,0.0,0.0,0.0,0.0,1.0,106.0,42.0,128.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,PortScan
80.0,99152992.0,24.524039047830883,1.0588407311185244,351.0,11595.0,351.0,0.0,43.875,4344.0,0.0,1656.428571,120.4804793,0.151281365,7082356.571,99000000.0,2.0,99000000.0,14100000.0,99000000.0,3.0,146705.0,24450.83333,133311.0,47.0,264.0,232.0,0.080683395,0.07059797,0.0,4344.0,746.625,1285.386057,0.0,0.0,0.0,0.0,1.0,0.0,796.4,43.875,1656.428571,274.0,235.0,1.0,32.0,1986.0,1986.0,1986.0,99000000.0,99000000.0,99000000.0,PortScan
53.0,513.0,1.0,1.0,50.0,122.0,50.0,50.0,50.0,122.0,122.0,122.0,1101975.0579878278,18786.636195751467,513.0,513.0,513.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,1949.317739,1949.317739,50.0,122.0,74.0,41.56921938,0.0,0.0,0.0,0.0,0.0,1.0,111.0,50.0,122.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
53.0,1779170.0,2.0,2.0,99.0,282.0,58.0,41.0,49.5,143.0,139.0,141.0,214.1447979,2.248239348,593056.6667,1674069.0,499.0,1778671.0,1778671.0,1778671.0,1778671.0,1674568.0,1674568.0,1674568.0,1674568.0,72.0,72.0,1.124119674,1.124119674,41.0,143.0,84.4,52.15170179,0.0,0.0,0.0,0.0,0.0,1.0,105.5,49.5,141.0,0.0,0.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
80.0,101456788.0,13.591997452753576,3.72851941277637,367.0,11595.0,349.0,0.0,61.16666667,4344.0,0.0,1449.375,117.9024118,0.137989781,7804368.308,101000000.0,6.0,101000000.0,20300000.0,101000000.0,6.0,101000000.0,14500000.0,101000000.0,15.0,164.0,264.0,0.059138478,0.078851304,0.0,4344.0,797.8666667,1313.455577,1.0,0.0,0.0,0.0,0.0,1.0,854.8571429,61.16666667,1449.375,0.0,235.0,3.0,20.0,10987.0,10987.0,10987.0,101000000.0,101000000.0,101000000.0,PortScan
53.0,139.0,2.0,2.0,118.0,150.0,59.0,59.0,59.0,75.0,75.0,75.0,6612610.518742396,190720.00356736936,46.33333333,133.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,40.0,40.0,14388.48921,14388.48921,59.0,75.0,65.4,8.76356092,0.0,0.0,0.0,0.0,0.0,1.0,81.75,59.0,75.0,0.0,0.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
443.0,3.0,2.0,0.0,12.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,11618597.979388973,1952797.4019569687,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,40.0,0.0,666666.6667,0.0,6.0,6.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,6.0,0.0,0.0,0.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS
51609.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,666666.6667,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,64.0,0.0,666666.6667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4171.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
123.0,64000122.0,4.0,4.0,192.0,192.0,48.0,48.0,48.0,48.0,48.0,48.0,5.999988563,0.124999762,9142874.571,64000000.0,3.0,64000000.0,21300000.0,64000000.0,3.0,64000000.0,21300000.0,64000000.0,4.0,104.0,104.0,0.062499881,0.062499881,48.0,48.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,54.0,48.0,48.0,0.0,0.0,3.0,20.0,90.0,90.0,90.0,64000000.0,64000000.0,64000000.0,Benign
443.0,13826305.0,7.0,6.0,667.0,3825.0,517.0,0.0,95.2857142857,1460.0,0.0,637.5,1697.2384996310104,4.235802237808571,1152192.08333333,13686326.0,48.0,13826305.0,2304384.16666667,13686326.0,138.0,58433.0,11686.6,28466.0,48.0,152.0,132.0,0.5062813239,0.4339554205,0.0,1460.0,320.8571428571,524.1077189843,0.0,0.0,0.0,1.0,0.0,0.0,345.5384615385,95.2857142857,637.5,8192.0,62.0,6.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
55168.0,3.0,6.721182103941291,0.0,12.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,4000000.0,666666.6667,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,40.0,0.0,666666.6667,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,6.0,0.0,237.0,0.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,PortScan
443.0,16031067.0,139.39895097056092,10.670131065134818,8363.0,67326.0,1428.0,0.0,245.9705882,4344.0,0.0,1565.72093,4721.395026,4.803173738,210935.0921,9998111.0,3.0,11000000.0,334244.0,9998111.0,48.0,15900000.0,379619.7857,10100000.0,3.0,1096.0,1384.0,2.12088191,2.682291827,0.0,4344.0,970.3717949,1115.781703,0.0,0.0,0.0,1.0,0.0,1.0,982.974026,245.9705882,1565.72093,29200.0,393.0,9.0,32.0,1031941.0,1031941.0,1031941.0,9998111.0,9998111.0,9998111.0,PortScan
443.0,109861.0,10.0,5.0,1136.0,543.0,901.0,0.0,113.6,405.0,0.0,108.6,15282.9484530452,136.536168431,7847.2142857143,28582.0,3.0,109861.0,12206.7777777778,29815.0,48.0,61520.0,15380.0,29862.0,395.0,332.0,168.0,91.0241122873,45.5120561437,0.0,901.0,104.9375,236.9549799012,0.0,0.0,0.0,1.0,0.0,0.0,111.9333333333,113.6,108.6,65535.0,8192.0,5.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
443.0,65447706.0,27.0,35.0,929.0,43529.0,477.0,0.0,34.40740741,2920.0,0.0,1243.685714,4601.980612339885,5.975878110875794,1072913.213,10000000.0,1.0,65400000.0,2517219.462,10100000.0,137.0,65300000.0,1921002.059,10100000.0,1.0,552.0,784.0,0.412543107,0.534778102,0.0,2920.0,705.6825397,998.0200855,0.0,0.0,0.0,1.0,0.0,1.0,717.0645161,34.40740741,1243.685714,8192.0,62.0,26.0,20.0,208997.5,584784.0,133477.0,10000000.0,10000000.0,10000000.0,DDoS
80.0,5919701.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5240276065403924,1973233.667,5896504.0,45.0,5919701.0,2959850.5,5896504.0,23197.0,0.0,0.0,0.0,0.0,104.0,40.0,0.506782353,0.168927451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,29200.0,28960.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
53.0,231.0,2.0,2.0,68.0,428.0,34.0,34.0,34.0,214.0,214.0,214.0,13280227.90842772,124574.93481390396,77.0,180.0,3.0,48.0,48.0,48.0,48.0,3.0,3.0,3.0,3.0,64.0,64.0,8658.008658,8658.008658,34.0,214.0,106.0,98.59006035,0.0,0.0,0.0,0.0,0.0,1.0,132.5,34.0,214.0,0.0,0.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
53.0,60579.0,1.0,1.0,52.0,68.0,52.0,52.0,52.0,68.0,68.0,68.0,9092.015904730102,92.01470313218341,60579.0,60579.0,60579.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,32.0,16.50737054,16.50737054,52.0,68.0,57.33333333,9.237604307,0.0,0.0,0.0,0.0,0.0,1.0,86.0,52.0,68.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS
52319.0,34.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58823.5294117647,34.0,34.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,32.0,29411.7647058824,29411.7647058824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,122.0,33304.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
52938.0,55.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135624.9310704684,55.0,55.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,32.0,18181.8181818182,18181.8181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,939.0,257.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS
80.0,98313732.0,8.0,6.0,373.0,11595.0,373.0,0.0,46.625,7240.0,0.0,1932.5,327.81246796420595,0.6331073557532678,7562594.769,98300000.0,1.0,98300000.0,14000000.0,98300000.0,1.0,33507.0,6701.4,22074.0,70.0,264.0,200.0,0.081372153,0.061029114,0.0,7240.0,797.8666667,1877.116895,0.0,0.0,0.0,0.0,1.0,0.0,854.8571429,46.625,1932.5,251.0,235.0,1.0,32.0,11.0,11.0,11.0,98300000.0,98300000.0,98300000.0,DoS
53.0,170.0,2.0,2.0,86.0,142.0,43.0,43.0,43.0,71.0,71.0,71.0,5128607.081243461,77604.60894125074,56.66666667,118.0,3.0,3.0,3.0,3.0,3.0,49.0,49.0,49.0,49.0,40.0,40.0,11764.70588,11764.70588,43.0,71.0,54.2,15.33623161,0.0,0.0,0.0,0.0,0.0,1.0,67.75,43.0,71.0,0.0,0.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
53.0,23491.0,1.0,1.0,44.0,60.0,44.0,44.0,44.0,60.0,60.0,60.0,16591.90007872271,483.1935373948969,23491.0,23491.0,23491.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,32.0,42.5694947,42.5694947,44.0,60.0,49.33333333,9.237604307,0.0,0.0,0.0,0.0,0.0,1.0,74.0,44.0,60.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
53.0,24354.0,2.0,2.0,72.0,128.0,36.0,36.0,36.0,64.0,64.0,64.0,27455.170014736384,704.4816658066177,8118.0,24350.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,40.0,40.0,82.12203334,82.12203334,36.0,64.0,47.2,15.33623161,0.0,0.0,0.0,0.0,0.0,1.0,59.0,36.0,64.0,0.0,0.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS
53.0,81175.0,2.0,2.0,64.0,96.0,32.0,32.0,32.0,48.0,48.0,48.0,4422.148672694783,240.8437944909072,27058.33333,81168.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,64.0,40.0,24.6381275,24.6381275,32.0,48.0,38.4,8.76356092,0.0,0.0,0.0,0.0,0.0,1.0,48.0,32.0,48.0,0.0,0.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS
53.0,701.0,2.0,2.0,84.0,162.0,42.0,42.0,42.0,81.0,81.0,81.0,2043454.0261366738,35332.23056654696,233.6666667,695.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,40.0,40.0,2853.067047,2853.067047,42.0,81.0,57.6,21.36117974,0.0,0.0,0.0,0.0,0.0,1.0,72.0,42.0,81.0,0.0,0.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
5190.0,73.0,1.0,1.0,0.0,6.0,0.0,0.0,0.0,6.0,6.0,6.0,388611.59917054186,92527.49806359726,73.0,73.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,20.0,13698.63014,13698.63014,0.0,6.0,2.0,3.464101615,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,6.0,29200.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS
53.0,32413.0,2.0,2.0,68.0,158.0,34.0,34.0,34.0,79.0,79.0,79.0,6972.51103,123.4072749,10804.33333,32361.0,3.0,49.0,49.0,49.0,49.0,3.0,3.0,3.0,3.0,40.0,40.0,61.70363743,61.70363743,34.0,79.0,52.0,24.64751509,0.0,0.0,0.0,0.0,0.0,1.0,65.0,34.0,79.0,0.0,0.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
53.0,23176.0,1.0,1.0,55.0,71.0,55.0,55.0,55.0,71.0,71.0,71.0,16029.611443795306,420.8849916035338,23176.0,23176.0,23176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,32.0,43.14808423,43.14808423,55.0,71.0,60.33333333,9.237604307,0.0,0.0,0.0,0.0,0.0,1.0,90.5,55.0,71.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS
58336.0,18.0,1.0,1.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,2278961.5475882688,265034.8445003779,18.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,55555.5555555556,55555.5555555556,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9.0,6.0,6.0,39664.0,63616.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS
53.0,120174.0,2.0,2.0,68.0,224.0,34.0,34.0,34.0,112.0,112.0,112.0,7975.371004801114,265.2620715681773,40058.0,120124.0,3.0,47.0,47.0,47.0,47.0,3.0,3.0,3.0,3.0,40.0,64.0,16.6425349909,16.6425349909,34.0,112.0,65.2,42.7223594854,0.0,0.0,0.0,0.0,0.0,1.0,81.5,34.0,112.0,0.0,0.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
53.0,227.0,2.0,2.0,60.0,414.0,30.0,30.0,30.0,207.0,207.0,207.0,14353369.652906926,59615.76963019605,75.66666667,219.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,64.0,64.0,8810.572687,8810.572687,30.0,207.0,100.8,96.94689268,0.0,0.0,0.0,0.0,0.0,1.0,126.0,30.0,207.0,0.0,0.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
80.0,1343.0,2.0,0.0,12.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,8935.2196574833,1489.2032762472,1343.0,1343.0,1343.0,1343.0,1343.0,1343.0,1343.0,0.0,0.0,0.0,0.0,40.0,0.0,1489.2032762472,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,6.0,0.0,16210.0,0.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
80.0,78176.0,7.62724941101931,2.658261924948211,3955.0,309.0,3955.0,0.0,1318.333333,309.0,0.0,51.5,54543.59394,115.1248465,9772.0,38351.0,1.0,38319.0,19159.5,37983.0,336.0,40246.0,8049.2,38740.0,1.0,104.0,200.0,38.37494883,76.74989767,0.0,3955.0,426.4,1243.620896,0.0,0.0,0.0,1.0,0.0,2.0,473.7777778,1318.333333,51.5,29200.0,46.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,PortScan
80.0,1335895.0,5.0,0.0,30.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,86.07876913315181,12.690684843231688,333973.75,1333994.0,2.0,1335895.0,333973.75,1333994.0,2.0,0.0,0.0,0.0,0.0,100.0,0.0,3.742809128,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.2,6.0,0.0,256.0,0.0,4.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
49386.0,282.0,3.0,0.0,31.0,0.0,31.0,0.0,10.33333333,0.0,0.0,0.0,109929.078,10638.29787,141.0,281.0,1.0,282.0,141.0,281.0,1.0,0.0,0.0,0.0,0.0,60.0,0.0,10638.29787,0.0,0.0,31.0,7.75,15.5,0.0,0.0,0.0,0.0,1.0,0.0,10.33333333,10.33333333,0.0,946.0,0.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
88.0,74.0,1.0,1.0,0.0,6.0,0.0,0.0,0.0,6.0,6.0,6.0,81081.08108,27027.02703,74.0,74.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,20.0,13513.51351,13513.51351,0.0,6.0,2.0,3.464101615,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,6.0,29200.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
50680.0,3.0,2.0,0.0,37.0,0.0,31.0,6.0,18.5,0.0,0.0,0.0,36711653.39718692,1568424.8289112956,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,40.0,0.0,666666.666666667,0.0,6.0,31.0,22.6666666667,14.4337567297,0.0,1.0,0.0,0.0,1.0,0.0,34.0,18.5,0.0,946.0,0.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS
55516.0,2.0,8.255408545069875,0.0,605.0,0.0,605.0,0.0,302.5,0.0,0.0,0.0,303000000.0,1000000.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,40.0,0.0,1000000.0,0.0,0.0,605.0,403.3333333,349.2969129,0.0,2.122646102081562,0.0,0.0,1.0,0.0,605.0,302.5,0.0,256.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,PortScan
53.0,59600.0,1.0,1.0,58.0,282.0,58.0,58.0,58.0,282.0,282.0,282.0,37138.61799456965,157.12688728044242,59600.0,59600.0,59600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,16.77852349,16.77852349,58.0,282.0,132.6666667,129.3264603,0.0,0.0,0.0,0.0,0.0,1.0,199.0,58.0,282.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
